ID,Title_CN,Fable_CN,Moral_CN,TOC
263,狮子、狐狸和雄鹿,一只生病的狮子躺在自己的洞里，没办法亲自去寻找食物。于是，他对前来探望自己的朋友------狐狸说："我的好朋友，我希望你能到那片森林里去，用花言巧语把住在那里的一只最大的鹿骗到这里来，我很想吃掉他的心和脑子。"狐狸来到树林里，看见了那只雄鹿，便对他说："亲爱的朋友，你走运了。你知道我们的国王狮子吧，是的，他快要死了，可是却指名要你去继承他的王位，来统治百兽。我希望你别忘了，我可是第一个向你报告好消息的。现在，我必须得回到狮子那里去了，如果你肯听我的话，就和我一起去，看他最后一眼吧。"雄鹿非常高兴，毫不设防地跟着狐狸来到了狮子的洞里。刚一进来，狮子猛然朝鹿扑过来，然而，他错误地估计了自己的实力。雄鹿仅仅被撕扯掉了耳朵，他拼命地逃回树林里的避难处。狐狸很难过，狮子也很失望，因为生了病的他正在忍饥挨饿。于是，狮子请求狐狸再想想办法，用诡计哄骗雄鹿再一次到洞里来。"这次不太可能了，"狐狸说，"不过，我会再试试。"他又一次来到树林里，发现雄鹿正在休息疗伤。一见到狐狸，雄鹿就哭喊道："你这个大坏蛋，像那样骗我去送死，你到底什么意思？快走开，不然我就用鹿角刺死你。"可是，狐狸却恬不知耻地说："你可真是个懦夫，你难道真的认为狮子要伤害你吗？他只是想在你耳边说一些关于王位的秘密罢了，可你却像只受了惊吓的兔子一样跑开了。你已经激怒了他，我不确定他是否要将王位传给狼，除非你立刻回去告诉狮子，你不是这样的胆小鬼。我向你保证，狮子决不会伤害你，而且我也会做你的忠实奴仆。"愚蠢的雄鹿又被说服了，再次跟着狐狸回到狮子的洞里。这一次，狮子没有再犯错误，轻易地制服了雄鹿，美美地享受了一顿。在一旁静候的狐狸，瞅准了机会，趁狮子不注意时，偷走了雄鹿的脑子，以此犒劳自己。一会儿，狮子开始寻找鹿的脑子，当然找不到了。这时，在一旁观望的狐狸说："我认为寻找鹿的脑子是白费工夫，因为能两次走进狮子洞里来的动物，不可能有脑子。",本文寓意是：靠骗术可以达到自己的目的，但要谨慎行事，以免自己被欺骗。,狐狸
264,丢了铁锹的人,一个人在他的葡萄园里掘土，有一天，要开始工作时发现铁锹没了。他以为可能是被某个工人偷走了，就过去质问他们，但工人们一个个都否认偷了铁锹。尽管工人都否认了，可他依然不相信，一再坚持所有人都应该到城里的寺庙去发誓，自己没有犯盗窃罪。这是因为他对小镇上的神灵没有什么概念，以为小偷逃不过城里寺庙精明神灵的检测。他们刚走进大门，就听到了悬赏缉拿从寺庙偷东西的小偷。"好吧，"这人自言自语地说，"我最好还是赶快回家吧。如果这些庙里的神都无法找到盗窃寺庙东西的贼，他们也不太可能告诉我是谁偷了我的铁锹。",这篇文章的寓意是：人们不要过分依赖神灵去解决问题，而要努力做自己应该做的事，以及信任自己的判断力。,其他
265,鹧鸪和捕鸟人,有个捕鸟的人在网里捉到一只鹧鸪，正要拧断他的脖子时，鹧鸪带着可怜的表情求他饶了自己的命，并说："不要杀死我，让我活着吧，我会诱骗其他鹧鸪到你的网里来，以此来回报你对我的仁慈。"捕鸟人说："不，我不能饶了你，无论如何都要杀了你。尤其是听了你这番背叛同类的宣言，你更应该去死了。",这篇文章的寓意是：即使一只动物说出自己能为他人做出贡献，也不会改变他人杀死它的决定。,其他
266,猎人和樵夫,一个猎人正在森林里搜寻狮子的踪迹，不久，他看到一个樵夫正在砍树，于是便走上前问他有没有注意到狮子的足迹，或者是否知道狮子躲在了哪里。樵夫回答说："要是你和我一起去，就能亲自看到狮子了。"猎人吓得脸色惨白，牙齿打着颤说道："我只想搜寻它的踪迹，并不是在找狮子本身。",本文寓意是：勇敢面对挑战，你所想要的结果才有可能达成。,其他
267,毒蛇和鹰,一只老鹰朝着一条毒蛇俯冲下来，用鹰爪抓住了蛇，想要把他带走并吃掉。可是，毒蛇却迅速缠住了老鹰，接着展开了一场生死搏斗。一个农夫看到了整个过程，走过来帮老鹰解开了蛇的缠绕，让他重新获得了自由。为了报复农夫，蛇便将自己的毒液注进了农夫喝水的角杯里。忙活了半天的农夫正想去解解渴，便拿起角杯要喝水，这时，老鹰飞过来撞掉了他手中的角杯，杯子里的水全都洒在了地上。,善有善报。,其他
268,无赖和圣人,一个狡猾的人下赌注，他能让德尔斐（希腊古都）的圣人用错误的回答来证明自己不值得信赖。于是，到了约定好的那一天，他来到了庙里，手里拿着一只小麻雀，并将它藏在外衣里面。他问圣人自己手中拿着的东西是活的还是死的。如果圣人说"是死的"，他便把活着的麻雀拿出来;如果圣人说"是活的"，他就捏死麻雀，然后再将死的拿出来。可是，圣人远比他更高明，说道："陌生人，不管你手里的东西是死是活，完全取决于你自己的意愿！",本文的寓意是：行为和结果取决于我们自己的决定，我们应该为自己的行为承担责任并做出选择。,其他
269,马和驴,一匹马对自己精美的马具感到自豪，他在一条小路上遇到了一头满载货物的驴。驴因货物太重，只能慢慢地走，而无法让马先过去。马不耐烦地说恨不得踢他一脚，让他快点走。驴默不作声，但是没有忘记马的傲慢无礼。不久，那匹马患了气喘病，被主人卖到了农场。有一天，当马正拉着粪车时，又遇到了驴，驴反而讥笑他说："哈！你从没想到会来这里干这种活吧，不是吗，你那么傲慢！现在，你那华丽的马具到哪里去了？",这篇文章的寓意是：傲慢无礼定会有报应，要记住谦虚有礼才是上策。,驴
270,追赶狼的狗,一条狗正在追赶一只狼，他边跑边想，自己是一条多么好的狗呀，腿多么健壮，跑得又是多么的快。狗自言自语道："现在，看看这只狼，多么可怜呀，他根本不是我的对手，他很有自知之明，所以才会逃跑。"然而，狼却回过头来对他说："朋友，不要以为我因为惧怕你才逃跑，让我害怕的是你身后的主人。",寓意是：比赛并不仅仅是两个对手间的胜负，还有潜在的支持者可能会影响结果。,狼
271,悲伤和他被指派的份额,朱庇特正在给不同的神灵指派特权，恰巧悲伤没有到场。但是，当所有神灵都得到了指派的份额后，悲伤进来了，也声称想要他应得的份额。朱庇特有点不知所措，因为什么都没有留给他。然而，朱庇特最后决定，悲伤应该属于为亡人而流下的泪水。因此，悲伤与其他神灵一样，也得到了属于自己的份额。越发虔诚地回报给悲伤，悲伤就会越发大方地赋予你属于他的份额。所以，长久地为逝者而悲伤并不好。悲伤的唯一乐趣就在这样的哀悼中，否则，他会迅速为泪水寻找新的原因。,本文的寓意是：悲伤应被尊重，并长久地为逝者而悲伤的好处，存在于更好地回报它，从而获得属于自己的份额。,其他
272,女人和农夫,有一个女人刚刚失去了丈夫，她每天都要到丈夫的坟上痛哭一场。有一个农夫在不远处耕地，一直观察着这个女人，想娶她为妻。于是，农夫放下自己的犁，来到她身边坐下，也痛哭起来。女人问他为什么哭，农夫回答说："我的妻子最近也死了，她和我非常恩爱，也许眼泪能够减轻我的悲伤。"女人说："我丈夫也是刚刚去世。"两人就这样默然哀伤了一阵子。接着，农夫说："既然你我遭遇相同，我们为何不结为夫妻，在一起生活呢？我替代你死去的丈夫，而你则替代我死去的妻子。"这个想法听起来的确很有道理，那女人高兴地同意了。这时候，有一个贼偷走了农夫丢下的公牛。看到自己的牛被偷了，农夫不禁捶胸顿足地悲叹自己的损失。此刻，女人听见了他的哭声，走过来问道："为什么，你还在哭吗？"农夫回答："是的！这一次是真心的。",这篇文章的寓意是：有时候，同痛出乎意料的两个人之间的情感才是最强大的。,其他
273,普罗米修斯与造人,遵照朱庇特的命令，普罗米修斯创造了人和其他动物。其中，只有人是理性的生灵，朱庇特看到不理性的动物数量远远超过了人，便命令他更改一下比例，把一部分动物变成人。普罗米修斯奉命行事。因此，正是这个原因，有些人虽然有着人的外形，内心却仍与动物一样。,寓意: 只有理性的人才能显示出真正的人性，而有些人，即使他们外表上是人，但其内心往往仍与动物一样，因为被赋予的只是人的外表，而内心的思想仍像动物一样。,其他
274,燕子和乌鸦,有一次，燕子冲着乌鸦吹嘘自己的出生多么显赫。"我曾经是一个公主，"燕子说，"是雅典国王的女儿，但是我的丈夫却因为我的一个小过失而割掉了我的舌头。为了以免再次受到伤害，朱诺就把我变成了一只鸟。""你可真会搬弄是非，"乌鸦说，"要是你没有损失舌头，又会变成什么样呢？我简直不敢想象。",这篇文章的寓意是：即使有时候你会因为失败而受到惩罚，但这不会改变你的身份，不要因为一次失败而觉得自己无法回归光荣。,其他
275,猎人和骑手,有个猎人出外打猎后，扛着一只兔子归来，途中遇见一个骑马的人，那人停下来说："你已经收获猎物回来了，先生。"而且还假装要买兔子。猎人很高兴地同意了，可是骑马人一拿到兔子，立刻就用鞭子抽了马一下，飞奔而去。猎人拼命地在后面追赶了一阵子，但是很快就明白自己上当了，不再去追骑马人。为了挽回自己的颜面，猎人在骑马人身后大声喊道："好吧，好吧，拿走吧！那只兔子送给你了。",这篇文章给出的寓意是：即使被欺骗，我们也要保有尊严，不要丢脸。,其他
276,牧羊人和野山羊,牧羊人赶着羊群去牧场吃草，他看到几只野山羊混进了羊群里。傍晚，他将所有的羊都赶回家，关进了羊圈。第二天，天气很不好，无法像往常那样到牧场里去放牧了，于是，他只好让羊群待在羊圈里，在那里喂它们吃草。他只给自己的羊一点点刚够果腹的草，却给那些野山羊更多的草吃，因为他希望让那些野山羊留下来。他心想，只要给它们多吃点草，野山羊可能就不想离开他了。等天气转好，牧羊人又赶着所有的羊来到了牧场。刚来到山下，那些野山羊立刻冲出羊群，四散而逃。牧羊人十分生气，指责它们忘恩负义。"你们这些混蛋！"他喊道，"我对你们那么好，竟然以这种方式纷纷逃跑了！"野山羊听到他的话，回过头来说："是的，你对我们很好，实际上是太好了，正因如此，我们才会更加小心。你对待我们这些新来的羊比你自己的羊群还要好，那么很有可能，当另外一群陌生的羊再加入进来时，我们也会受到冷落，而你却只偏爱它们了。",寓意:耐心待人、平等对待，才能让人留下来，即使你不知晓未来，也应当慎重对待，避免令人失望。,山羊
